21.3968,21.0974,-424.847,20.6617,21.0869,20.7469,21.1185,21.1844,21.1087,20.7884,20.9746,20.3337,21.3502,20.8827,21.135,38.0198,21.1532,20.9845,-104.235,20.8192,20.4242,19.3777,20.5278,21.0711,20.8242,21.6308,21.4975
21.491,21.1932,-425.148,20.7023,21.0971,20.6895,21.1209,21.2111,21.143,20.8623,20.9695,20.334,21.3603,20.9606,21.1492,38.0198,21.1317,20.9593,-97.3612,20.8207,20.4571,19.4123,20.5011,21.0954,20.9022,21.6217,21.5194
21.4499,21.1355,-424.307,20.7449,21.1138,20.809,21.1813,21.2457,21.196,20.7987,21.0669,20.3695,21.4264,20.9707,21.2288,38.1389,21.2423,21.0493,-105.416,20.8919,20.4839,19.4607,20.6829,21.1012,20.883,21.7039,21.576
21.4344,21.1722,-425.648,20.4707,21.1252,20.626,21.1222,21.0794,20.8765,20.7884,20.7632,20.4817,21.1991,20.6919,20.856,37.5881,20.9756,20.8161,-94.0463,20.503,20.3136,19.3077,19.9257,21.1056,20.5745,21.5089,21.3062
21.68,21.3201,-425.759,20.5464,21.1826,20.6182,21.1646,21.1961,21.0228,20.976,20.7593,20.5453,21.2678,20.8936,20.925,37.5974,21.0349,20.8055,-80.2606,20.4789,20.3787,19.4441,19.9836,21.1506,20.6638,21.522,21.4334
21.7085,21.5146,-425.079,20.4916,21.3158,20.7141,21.4099,21.1904,20.8739,20.8623,20.7938,20.9325,21.2856,20.6717,20.85,37.3778,21.0828,20.8383,-78.611,20.2626,20.3657,19.503,19.7436,21.2594,20.2379,21.5661,21.2238
21.7294,21.5229,-425.062,20.4967,21.3247,20.7181,21.4145,21.2021,20.8909,20.8794,20.7976,20.9392,21.2924,20.6906,20.856,37.3799,21.0944,20.841,-77.5766,20.2606,20.37,19.513,19.7511,21.2622,20.2412,21.567,21.2378
21.7276,21.5325,-425.015,20.4977,21.3316,20.7249,21.431,21.2016,20.8815,20.8688,20.8028,20.962,21.2952,20.6756,20.8596,37.3717,21.0962,20.8476,-77.6714,20.2548,20.3735,19.5216,19.7484,21.271,20.2296,21.5742,21.2217
21.4441,21.1388,-422.155,20.7319,21.2457,21.0374,21.2642,21.3018,21.2364,20.8092,21.11,20.5523,21.6984,20.9133,21.2838,38.1224,21.4873,21.2501,-116.177,20.9676,20.4678,19.6534,20.7923,21.2335,20.9495,21.89,21.6113
21.501,21.1611,-421.572,20.8015,21.274,21.078,21.3277,21.3671,21.3183,20.8394,21.1827,20.5965,21.7656,21.0044,21.3611,38.2254,21.5705,21.3021,-116.949,21.0114,20.5199,19.7533,20.9168,21.261,21.0026,21.9555,21.6873
21.3676,21.273,-423.882,20.5361,21.2368,20.8695,21.2115,21.1147,20.9294,20.6786,20.8907,20.6227,21.4629,20.6211,20.9988,37.6513,21.2138,21.0707,-108.33,20.7472,20.3531,19.465,20.1803,21.2847,20.7662,21.7138,21.3133
21.5509,21.5774,-424.145,20.5598,21.3331,20.8453,21.4959,21.1556,20.8245,20.6841,20.8803,21.0524,21.4391,20.5324,20.9744,37.4083,21.1584,21.0046,-96.4077,20.5472,20.427,19.6323,19.9018,21.4037,20.504,21.7579,21.1347
21.6854,21.7078,-424.504,20.588,21.3868,20.8633,21.6997,21.2163,20.8043,20.6924,20.9042,21.2843,21.4424,20.48,21.0471,37.3193,21.1574,20.9761,-87.26,20.4306,20.4983,19.813,19.894,21.4654,20.3757,21.7969,21.0364
21.5531,21.2861,-419.846,20.8039,21.4095,21.22,21.369,21.4408,21.3452,20.9348,21.1733,20.7606,22.0158,20.9933,21.4148,38.2257,21.7126,21.4969,-121.617,21.0589,20.5293,20.0544,20.9617,21.4186,21.142,22.1154,21.7157
21.5053,21.4593,-421.244,20.6368,21.4953,21.1602,21.3104,21.2755,21.0736,20.8263,20.9823,20.9668,21.9269,20.6896,21.2608,37.7679,21.5499,21.4805,-117.969,21.0115,20.444,20.1259,20.5184,21.5417,21.15,22.08,21.4402
21.5663,21.4163,-419.249,20.7902,21.5303,21.2849,21.366,21.4587,21.3172,20.9984,21.1449,20.8935,22.1518,20.947,21.4356,38.1508,21.76,21.6191,-123.27,21.089,20.5163,20.3195,20.9187,21.5167,21.2619,22.2117,21.6996
